,Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
7557,DOLBEAU,QUEBEC,7062020,5906,,,48.88,-72.23,485300000.0,-721400000.0,127.4,1930,1938,,,1930.0,1938.0,1930.0,1938.0
7558,FERLAND,QUEBEC,7062368,5907,,,48.2,-70.83,481200000.0,-705000000.0,198.1,1971,1997,,,1971.0,1997.0,1971.0,1997.0
7559,HEBERTVILLE,QUEBEC,7063040,5908,,,48.45,-71.67,482700000.0,-714000000.0,157.0,1951,1958,,,1951.0,1958.0,1951.0,1958.0
7560,HEMON,QUEBEC,7063090,5909,,,49.07,-72.6,490400000.0,-723600000.0,182.9,1963,2004,,,1963.0,2004.0,1963.0,2004.0
7561,ISLE MALIGNE,QUEBEC,7063320,5910,,,48.58,-71.63,483500000.0,-713800000.0,76.2,1924,1991,,,1924.0,1991.0,1924.0,1991.0
7562,JONQUIERE,QUEBEC,7063370,5911,71617.0,WJO,48.43,-71.14,482530012.0,-710833001.0,135.62,1963,2022,1994.0,2022.0,1963.0,2022.0,1963.0,1975.0
7563,KENOGAMI,QUEBEC,7063400,5912,,,48.42,-71.25,482500000.0,-711500000.0,115.5,1916,1972,,,1916.0,1972.0,1916.0,1972.0
7564,LAC BOUCHETTE,QUEBEC,7063560,5913,,,48.22,-72.17,481300000.0,-721000000.0,358.0,1949,2015,,,1949.0,2015.0,1949.0,2015.0
7565,LAC DES COMMISSAIRES,QUEBEC,7063610,5914,,,48.18,-72.25,481100000.0,-721500000.0,358.1,1966,1975,,,1966.0,1975.0,1966.0,1975.0
7566,LAC HA HA,QUEBEC,7063647,5915,,,48.0,-70.78,480000000.0,-704700000.0,502.9,1964,1970,,,1964.0,1970.0,1964.0,1970.0
7567,LAC ONATCHIWAY,QUEBEC,7063683,5916,,,48.9,-71.03,485400000.0,-710200000.0,304.8,1920,1981,,,1920.0,1981.0,1920.0,1981.0
7568,LAC PAMOUSCACHIOU,QUEBEC,7063684,5917,,,49.28,-70.98,491700000.0,-705900000.0,350.5,1973,1976,,,1973.0,1976.0,1973.0,1976.0
7569,LAC STE CROIX,QUEBEC,7063690,5918,,,48.42,-71.75,482500000.0,-714500000.0,152.0,1958,2018,,,1958.0,2018.0,1958.0,2017.0
7570,LATERRIERE,QUEBEC,7064180,5919,,,48.3,-71.13,481800000.0,-710800000.0,152.4,1963,1982,,,1963.0,1982.0,1963.0,1982.0
7571,LATERRIERE,QUEBEC,7064181,30722,71040.0,XLT,48.31,-71.13,481826000.0,-710745000.0,162.7,2001,2022,2002.0,2022.0,2001.0,2022.0,,
7572,MANUAN LAKE,QUEBEC,7064620,5920,,,50.63,-70.53,503800000.0,-703200000.0,495.3,1942,1961,,,1942.0,1961.0,1942.0,1961.0
7573,MESY,QUEBEC,7064890,5921,,,48.27,-71.68,481600000.0,-714100000.0,384.0,1963,1978,,,1963.0,1978.0,1963.0,1978.0
7574,MISTASSIBI,QUEBEC,7064993,5922,,,49.32,-72.03,491900000.0,-720200000.0,243.8,1973,1975,,,1973.0,1975.0,1973.0,1975.0
7575,MISTASSINI,QUEBEC,7064998,5923,,,48.85,-72.2,485100000.0,-721200000.0,121.9,1912,1994,,,1912.0,1994.0,1912.0,1994.0
7576,MISTOOK,QUEBEC,7065012,10797,71381.0,WIX,48.6,-71.72,483554000.0,-714257000.0,112.5,1994,2022,1994.0,2022.0,1994.0,2022.0,,
7577,MONT APICA,QUEBEC,7065100,5924,,,47.97,-71.42,475800000.0,-712500000.0,548.6,1957,1990,,,1957.0,1990.0,1963.0,1990.0
7578,MURDOCK WILSON,QUEBEC,7065383,5925,,,48.52,-71.25,483100000.0,-711500000.0,91.4,1958,1961,,,1958.0,1961.0,1959.0,1961.0
7579,NORMANDIN,QUEBEC,7065639,10872,71379.0,WOD,48.84,-72.55,485030000.0,-723249000.0,137.2,1993,2022,1994.0,2022.0,1993.0,2022.0,,
7580,NORMANDIN CDA,QUEBEC,7065640,5926,,,48.85,-72.53,485100000.0,-723200000.0,137.2,1936,1992,,,1936.0,1992.0,1936.0,1992.0
7581,NOTRE DAME DE LORETTE,QUEBEC,7065667,5927,,,49.07,-72.32,490400000.0,-721900000.0,182.9,1977,1992,,,1977.0,1992.0,1977.0,1992.0
7582,ONATCHIWAY,QUEBEC,7065738,27294,71387.0,WXC,48.89,-71.03,485339000.0,-710154000.0,304.0,1997,2022,1997.0,2022.0,1997.0,2022.0,,
7583,PASSE DANGEREUSE DAM,QUEBEC,7065840,5928,,,49.88,-71.27,495300000.0,-711600000.0,457.2,1942,1961,,,1942.0,1961.0,1942.0,1961.0
7584,PERIBONCA,QUEBEC,7065960,5929,,,48.77,-72.03,484600000.0,-720200000.0,103.0,1951,2018,,,1951.0,2018.0,1951.0,2016.0
7585,PORTAGE DES ROCHES,QUEBEC,7066080,5930,,,48.3,-71.22,481800000.0,-711300000.0,164.6,1926,1984,,,1926.0,1984.0,1926.0,1984.0
7586,RIVIERE A MARS,QUEBEC,7066550,5931,,,48.0,-71.0,480000000.0,-710000000.0,518.2,1963,1963,,,1963.0,1963.0,1963.0,1963.0
7587,RIVIERE AUX RATS,QUEBEC,7066583,5932,,,49.42,-72.2,492500000.0,-721200000.0,185.9,1963,1974,,,1963.0,1974.0,1963.0,1974.0
7588,RIVIERE JOLY,QUEBEC,7066623,5933,,,49.15,-71.18,490900000.0,-711100000.0,350.5,1977,1977,,,1977.0,1977.0,1977.0,1977.0
7589,ROBERVAL A,QUEBEC,7066685,5934,71728.0,YRJ,48.52,-72.27,483100000.0,-721600000.0,178.6,1957,2014,1958.0,2014.0,1957.0,2014.0,1957.0,2005.0
7590,ROBERVAL A,QUEBEC,7066686,52080,71728.0,YRJ,48.52,-72.27,483112000.0,-721557000.0,178.6,2014,2022,2014.0,2022.0,2014.0,2022.0,,
7591,ROBERVAL A,QUEBEC,7066687,54300,,YRJ,48.52,-72.27,483112000.0,-721557000.0,178.6,2016,2022,2016.0,2022.0,2018.0,2022.0,,
7592,ROBERVAL NORD,QUEBEC,7066688,5935,,,48.53,-72.23,483200000.0,-721400000.0,102.1,1888,1967,,,1888.0,1967.0,1888.0,1967.0
7593,ST AMBROISE,QUEBEC,7066820,5936,,,48.57,-71.33,483400000.0,-712000000.0,121.9,1954,2022,,,1954.0,2022.0,1954.0,2018.0
7594,ST COEUR DE MARIE,QUEBEC,7067060,5937,,,48.63,-71.72,483800000.0,-714300000.0,106.7,1957,1994,,,1957.0,1994.0,1957.0,1994.0
7595,ST FELICIEN,QUEBEC,7067240,5938,,,48.65,-72.45,483900000.0,-722700000.0,111.6,1938,1953,,,1938.0,1953.0,1938.0,1953.0
7596,ST-HENRI,QUEBEC,7067307,10799,,WIA,48.65,-71.85,483900000.0,-715100000.0,103.0,1994,2009,1994.0,2009.0,,,,
7597,ST LEON DE LABRECQUE,QUEBEC,7067460,5939,,,48.67,-71.52,484000000.0,-713100000.0,131.1,1963,2004,,,1963.0,2004.0,1963.0,2004.0
7598,ST PRIME,QUEBEC,7067658,5940,,,48.62,-72.42,483700000.0,-722500000.0,121.9,1980,2022,,,1980.0,2022.0,1980.0,2018.0
7599,SHIPSHAW,QUEBEC,7068160,5941,,,48.45,-71.22,482700000.0,-711300000.0,22.9,1943,1993,,,1943.0,1993.0,1943.0,1993.0
7600,VAN BRUYSSEL,QUEBEC,7068696,5942,,,47.95,-72.17,475700000.0,-721000000.0,394.4,1971,1972,,,1971.0,1972.0,1971.0,1972.0
7601,LAC ALEX,QUEBEC,706CEE5,5879,,,49.25,-71.47,491500000.0,-712800000.0,457.2,1965,1966,,,1965.0,1966.0,1965.0,1966.0
7602,LAC NICAUBA S,QUEBEC,706CFH0,5880,,,49.37,-74.12,492200000.0,-740700000.0,384.0,1973,1974,,,1973.0,1974.0,1973.0,1974.0
7603,LA DORE,QUEBEC,706CP09,5881,,,48.77,-72.72,484600000.0,-724300000.0,182.9,1975,1993,,,1975.0,1993.0,1975.0,1993.0
7604,RIVIERE CHIGOUBICHE,QUEBEC,706FFA0,5882,,,48.98,-73.3,485900000.0,-731800000.0,335.3,1973,1973,,,1973.0,1973.0,1973.0,1973.0
7605,ST-GEDEON,QUEBEC,706G2PF,10796,,WIU,48.48,-71.78,482900000.0,-714700000.0,103.0,1994,2006,1994.0,2006.0,,,,
7606,LAC BENOIT,QUEBEC,706I001,26778,71520.0,WDE,51.53,-71.11,513157000.0,-710639000.0,549.0,1994,2022,1994.0,2022.0,1995.0,2022.0,,
7607,MANOUANE EST,QUEBEC,706I155,26798,71521.0,WDP,50.66,-70.53,503923000.0,-703155000.0,497.0,1994,2022,1994.0,2022.0,1994.0,2022.0,,
7608,FALARDEAU,QUEBEC,706KC09,5883,,,48.63,-71.13,483800000.0,-710800000.0,198.1,1979,2004,,,1979.0,2004.0,1979.0,2004.0
7609,LA BAIE,QUEBEC,706Q001,27315,71388.0,WUX,48.3,-70.92,481753172.0,-705510333.0,151.64,1997,2022,1997.0,2022.0,1997.0,2022.0,,
7610,BARRAGE A LAC KEMPT,QUEBEC,7070448,5946,,,47.55,-74.18,473300000.0,-741100000.0,420.6,1913,1970,,,1913.0,1970.0,1913.0,1970.0
7611,BARRAGE CICONCINE,QUEBEC,7070450,5947,,,47.38,-73.03,472300000.0,-730200000.0,205.7,1942,1967,,,1942.0,1967.0,1942.0,1967.0
7612,BGE C LAC CHATEAUVERT,QUEBEC,7070451,5948,,,47.77,-73.9,474600000.0,-735400000.0,382.5,1942,1982,,,1942.0,1982.0,1942.0,1981.0
7613,BARRAGE GOUIN,QUEBEC,7070454,5949,,,48.35,-74.1,482100000.0,-740600000.0,403.9,1913,1982,,,1913.0,1982.0,1913.0,1981.0
7614,BARRAGE MATTAWIN,QUEBEC,7070456,5950,,,46.85,-73.65,465100000.0,-733900000.0,365.8,1929,1982,,,1929.0,1982.0,1929.0,1982.0
7615,BARRAGE MONDONAC,QUEBEC,7070464,5951,,,47.45,-73.93,472700000.0,-735600000.0,457.2,1943,1966,,,1943.0,1966.0,1943.0,1966.0
7616,BELLE PLAGE,QUEBEC,7070595,5952,,,48.68,-74.02,484100000.0,-740100000.0,411.5,1975,1985,,,1975.0,1985.0,1975.0,1985.0
7617,BARRIERE ST GUILLAUME,QUEBEC,7070DP6,5944,,,46.6,-74.17,463600000.0,-741000000.0,411.5,1973,1973,,,1973.0,1973.0,1973.0,1973.0
7618,BARRAGE GOUIN S,QUEBEC,7070ME4,5945,,,48.35,-74.1,482100000.0,-740600000.0,403.9,1973,1974,,,1973.0,1974.0,1973.0,1974.0
7619,CLOVA,QUEBEC,7071720,5953,,,48.12,-75.37,480700000.0,-752200000.0,423.4,1943,1958,,,1943.0,1958.0,1943.0,1958.0
7620,COMMISSAIRE,QUEBEC,7071912,44786,,MCM,47.99,-72.3,475928000.0,-721810000.0,419.0,2006,2008,2006.0,2008.0,,,,
7621,GRANDE ANSE,QUEBEC,7072816,5954,,,47.1,-72.93,470600000.0,-725600000.0,119.0,1982,2015,,,1982.0,2015.0,1982.0,2015.0
7622,LAC INMAN,QUEBEC,7073652,5955,,,46.98,-73.18,465900000.0,-731100000.0,320.0,1973,1982,,,1973.0,1982.0,1973.0,1982.0
7623,LAC MARTEL,QUEBEC,7073672,5956,,,48.08,-73.12,480500000.0,-730700000.0,365.8,1973,1978,,,1973.0,1978.0,1973.0,1978.0
7624,LA TUQUE,QUEBEC,7074240,5957,,,47.4,-72.78,472400000.0,-724700000.0,152.0,1911,2004,,,1911.0,2004.0,1911.0,2004.0
7625,MANOUAN SANMAUR,QUEBEC,7074600,5959,,,47.9,-73.8,475400000.0,-734800000.0,356.9,1919,1972,,,1919.0,1972.0,1919.0,1972.0
7626,MANOUAN SANMAUR 2,QUEBEC,7074601,5960,,,47.9,-73.8,475400000.0,-734800000.0,356.9,1963,1978,,,1963.0,1978.0,1963.0,1978.0
7627,OBIDJUAN,QUEBEC,7075720,5961,,,48.63,-74.93,483800000.0,-745600000.0,408.4,1923,1952,,,1923.0,1952.0,1923.0,1952.0
7628,OSKELANEO,QUEBEC,7075750,5962,,,48.12,-75.2,480700000.0,-751200000.0,415.1,1963,1974,,,1963.0,1974.0,1963.0,1974.0
7629,OSKELANEO 1,QUEBEC,7075751,5963,,,48.12,-75.17,480700000.0,-751000000.0,396.2,1923,1933,,,1923.0,1933.0,1923.0,1933.0
7630,OSKELANEO 2,QUEBEC,7075752,5964,,,,,,,,1927,1939,,,1927.0,1939.0,1927.0,1939.0
7631,PARENT S,QUEBEC,7075799,5965,,,47.92,-74.62,475500000.0,-743700000.0,410.0,1982,2004,,,1982.0,2004.0,1982.0,2004.0
7632,PARENT,QUEBEC,7075800,5966,71726.0,WPK,47.92,-74.62,475520008.0,-743727007.0,444.71,1943,2022,1953.0,2022.0,1943.0,2022.0,1943.0,1978.0
7633,PARENT,QUEBEC,7075801,5967,,,47.88,-74.68,475300000.0,-744100000.0,627.9,1960,1964,,,1960.0,1964.0,1960.0,1964.0
7634,RAPIDE BLANC,QUEBEC,7076360,5968,,,47.8,-72.97,474800000.0,-725800000.0,277.1,1931,1974,,,1931.0,1974.0,1931.0,1974.0
7635,ST MICHEL DES SAINTS,QUEBEC,7077570,5969,,,46.68,-73.92,464100000.0,-735500000.0,350.5,1966,2022,,,1966.0,2022.0,1966.0,2018.0
7636,SAINT-MICHEL-DES-SAINTS,QUEBEC,7077571,48188,71737.0,MMY,46.82,-74.09,464856010.0,-740538050.0,429.9,2009,2022,2009.0,2022.0,2009.0,2022.0,,
7637,SANMAUR,QUEBEC,7077790,5970,,,47.88,-73.8,475300000.0,-734800000.0,356.6,1930,1943,,,1930.0,1943.0,1930.0,1943.0
7638,LA TUQUE,QUEBEC,707DBD4,10875,71378.0,WDQ,47.41,-72.79,472440000.0,-724715000.0,168.9,1994,2022,1994.0,2022.0,1994.0,2022.0,,
7639,LA TUQUE S,QUEBEC,707DBDD,5943,,,47.4,-72.78,472400000.0,-724700000.0,167.6,1973,1990,,,1973.0,1990.0,1973.0,1990.0
7640,BARRAGE CABONGA,QUEBEC,7080449,5975,,,47.32,-76.47,471900000.0,-762800000.0,365.8,1929,1969,,,1929.0,1969.0,1929.0,1969.0
7641,BARRAGE ANGLIERS,QUEBEC,7080452,5976,,WRC,47.55,-79.24,473307000.0,-791409000.0,266.9,1911,2007,1996.0,2007.0,1911.0,2007.0,1911.0,1996.0
7642,BARRAGE TEMISCAMINGUE,QUEBEC,7080468,5977,71732.0,WBA,46.71,-79.1,464235000.0,-790604000.0,181.4,1910,2022,1997.0,2022.0,1910.0,2022.0,1910.0,1995.0
7643,BELLETERRE,QUEBEC,7080600,5978,,,47.38,-78.7,472300000.0,-784200000.0,321.6,1951,2004,,,1951.0,2004.0,1951.0,2004.0
7644,CADILLAC,QUEBEC,7081000,5979,,,48.22,-78.38,481300000.0,-782300000.0,320.6,1951,1984,,,1951.0,1984.0,1951.0,1984.0
7645,CADILLAC,QUEBEC,7081002,5980,,,48.2,-78.33,481200000.0,-782000000.0,324.6,1976,1978,,,1976.0,1978.0,1976.0,1978.0
7646,GRAND LAC VICTORIA,QUEBEC,7082880,5981,,,47.83,-77.37,475000000.0,-772200000.0,329.2,1927,1984,,,1927.0,1984.0,1927.0,1984.0
7647,KIPAWA LANIEL,QUEBEC,7083480,5982,,,47.05,-79.27,470300000.0,-791600000.0,280.4,1920,2001,,,1920.0,2001.0,1920.0,2001.0
7648,LAC DES LOUPS A,QUEBEC,7083620,5983,,,46.98,-76.48,465900000.0,-762900000.0,387.1,1956,1967,,,1956.0,1967.0,1956.0,1967.0
7649,LAC DOZOIS (BGE BOURQUE),QUEBEC,7083630,5984,,,47.63,-77.3,473800000.0,-771800000.0,350.5,1948,1967,,,1948.0,1967.0,1948.0,1967.0
7650,LE DOMAINE,QUEBEC,7084276,5985,,,47.03,-76.53,470200000.0,-763200000.0,365.8,1973,1986,,,1973.0,1986.0,1973.0,1986.0
7651,MANNEVILLE,QUEBEC,7084560,5986,,,48.55,-78.48,483300000.0,-782900000.0,311.2,1949,1993,,,1949.0,1993.0,1949.0,1993.0
7652,MONTBEILLARD,QUEBEC,7085102,5987,,,48.05,-79.27,480300000.0,-791600000.0,290.0,1973,2004,,,1973.0,2004.0,1973.0,2004.0
7653,MONT BRUN,QUEBEC,7085106,5988,,,48.42,-78.73,482500000.0,-784400000.0,304.8,1980,2022,,,1980.0,2022.0,1980.0,2018.0
7654,MOOSE BAY KIPAWA,QUEBEC,7085345,5989,,,46.78,-78.98,464700000.0,-785900000.0,274.3,1973,1980,,,1973.0,1980.0,1973.0,1980.0
7655,NORANDA,QUEBEC,7085560,5990,,,48.25,-79.02,481500000.0,-790100000.0,286.5,1950,1971,,,1950.0,1971.0,1950.0,1971.0
7656,NORANDA LAKE DUFAULT,QUEBEC,7085600,5991,,,48.28,-79.0,481700000.0,-790000000.0,292.9,1949,1951,,,1949.0,1951.0,1949.0,1951.0
7657,NOTRE DAME DU NORD,QUEBEC,7085682,5992,,,47.62,-79.45,473700000.0,-792700000.0,214.9,1986,1988,,,1986.0,1988.0,1986.0,1987.0
7658,RAPIDE DES JOACHIMS,QUEBEC,7086380,5993,,,46.2,-77.7,461200000.0,-774200000.0,137.2,1975,2012,,,1975.0,2012.0,1976.0,2012.0
7659,RAPIDE-SEPT,QUEBEC,7086400,5994,,,47.77,-78.3,474600000.0,-781800000.0,310.9,1941,1975,,,1941.0,1975.0,1941.0,1975.0
7660,RAPIDE NO 2,QUEBEC,7086440,5995,,,47.93,-78.57,475600000.0,-783400000.0,289.6,1952,1969,,,1952.0,1969.0,1952.0,1969.0
7661,RED PINE CHUTE,QUEBEC,7086452,5996,,,46.85,-78.62,465100000.0,-783700000.0,274.3,1927,1941,,,1927.0,1941.0,1927.0,1941.0
7662,REMIGNY,QUEBEC,7086460,5997,,,47.72,-79.23,474300000.0,-791400000.0,289.9,1971,2004,,,1971.0,2004.0,1971.0,2004.0
7663,RIVIERE KINOJEVIS,QUEBEC,7086630,5998,,,48.22,-78.87,481300000.0,-785200000.0,289.6,1974,1994,,,1974.0,1994.0,1974.0,1994.0
7664,ROQUEMAURE,QUEBEC,7086697,10893,,WGQ,48.63,-79.46,483757000.0,-792728000.0,269.4,1994,2010,1994.0,2003.0,1994.0,2010.0,,
7665,ROUYN,QUEBEC,7086716,10849,71734.0,WUY,48.25,-79.03,481445000.0,-790203000.0,318.0,1994,2022,1994.0,2022.0,1994.0,2022.0,,
7666,ROUYN,QUEBEC,7086717,5999,,,48.28,-78.97,481700000.0,-785800000.0,289.6,1971,1974,,,1971.0,1974.0,1971.0,1974.0
7667,ROUYN,QUEBEC,7086718,6000,,,48.3,-78.92,481800000.0,-785500000.0,274.3,1927,1950,,,1927.0,1950.0,1927.0,1950.0
7668,ROUYN-NORANDA A,QUEBEC,7086719,50090,,YUY,48.21,-78.84,481222000.0,-785008000.0,301.1,2012,2022,2012.0,2022.0,2018.0,2022.0,,
7669,ROUYN A,QUEBEC,7086720,6001,,YUY,48.22,-78.83,481300000.0,-785000000.0,301.1,1950,2012,1954.0,2012.0,1950.0,1955.0,1950.0,1961.0
7670,VILLE MARIE,QUEBEC,7088760,6002,,,47.35,-79.43,472100000.0,-792600000.0,213.0,1913,2004,,,1913.0,2004.0,1913.0,2004.0
7671,EVAIN,QUEBEC,708B309,5971,,,48.25,-79.1,481500000.0,-790600000.0,302.4,1986,1991,,,1986.0,1991.0,1986.0,1991.0
7672,LATULIPE,QUEBEC,708DBCE,5972,,,47.43,-79.02,472600000.0,-790100000.0,274.3,1971,2004,,,1971.0,2004.0,1971.0,2004.0
7673,ROUYN MCWATTERS,QUEBEC,708FGB0,5973,,,48.22,-78.87,481300000.0,-785200000.0,286.5,1966,1975,,,1966.0,1975.0,1966.0,1975.0
7674,LAC SASSAGENAGA,QUEBEC,708L70F,5974,,,47.13,-78.62,470800000.0,-783700000.0,335.3,1973,1973,,,1973.0,1973.0,1973.0,1973.0
7675,ABITIBI POST,QUEBEC,7090050,6018,,,48.72,-79.37,484300000.0,-792200000.0,259.1,1896,1936,,,1896.0,1936.0,1896.0,1936.0
7676,AMOS,QUEBEC,7090120,6019,,,48.57,-78.13,483400000.0,-780800000.0,310.0,1913,2000,,,1913.0,2000.0,1913.0,2000.0
7677,BARRAUTE,QUEBEC,7090470,6020,,,48.37,-77.65,482200000.0,-773900000.0,305.0,1958,1994,,,1958.0,1994.0,1959.0,1994.0
7678,BARRIERE LOUVICOURT,QUEBEC,7090473,6021,,,47.87,-77.33,475200000.0,-772000000.0,317.3,1963,1974,,,1963.0,1974.0,1963.0,1974.0
7679,BARVILLE,QUEBEC,7090520,6022,,,48.42,-77.47,482500000.0,-772800000.0,318.5,1953,1957,,,1953.0,1957.0,1953.0,1957.0
7680,BROUILLAN,QUEBEC,7090866,6023,,,49.8,-78.95,494800000.0,-785700000.0,259.1,1977,1986,,,1977.0,1986.0,1977.0,1986.0
7681,CACHE LAKE,QUEBEC,7090960,6024,,,49.83,-74.42,495000000.0,-742500000.0,381.9,1951,1960,,,1951.0,1960.0,1951.0,1960.0
7682,CHAPAIS,QUEBEC,7091295,6025,,,49.78,-74.87,494700000.0,-745200000.0,402.0,1962,1971,1962.0,1971.0,1962.0,1971.0,1962.0,1971.0
7683,CHAPAIS,QUEBEC,7091299,27443,71824.0,WUK,49.82,-74.98,494921000.0,-745831000.0,381.1,2001,2022,2001.0,2022.0,2001.0,2022.0,,
7684,CHAPAIS 2,QUEBEC,7091305,6026,,,49.78,-74.85,494700000.0,-745100000.0,396.2,1962,2004,,,1962.0,2004.0,1962.0,2004.0
7685,CHIBOUGAMAU-CHAPAIS A,QUEBEC,7091399,10865,71822.0,YMT,49.77,-74.53,494600000.0,-743200000.0,387.1,1992,2008,1994.0,2005.0,1992.0,2008.0,,
7686,CHIBOUGAMAU,QUEBEC,7091400,6027,,,49.92,-74.37,495500000.0,-742200000.0,378.0,1936,1975,,,1936.0,1975.0,1936.0,1975.0
7687,CHIBOUGAMAU A,QUEBEC,7091401,6028,,,49.82,-74.42,494900000.0,-742500000.0,401.7,1971,1982,1971.0,1982.0,1971.0,1982.0,1971.0,1982.0
7688,CHIBOUGAMAU CHAPAIS A,QUEBEC,7091404,6029,71822.0,YMT,49.77,-74.53,494600000.0,-743200000.0,387.1,1982,2016,1982.0,2014.0,1982.0,2016.0,1982.0,1992.0
7689,CHIBOUGAMAU CHAPAIS A,QUEBEC,7091405,52603,,YMT,49.77,-74.53,494619000.0,-743141000.0,387.1,2014,2016,2014.0,2016.0,,,,
7690,CHIBOUGAMAU CHAPAIS A,QUEBEC,7091409,53019,,YMT,49.77,-74.53,494619000.0,-743141000.0,387.1,2014,2022,2014.0,2022.0,2018.0,2022.0,,
7691,CHIBOUGAMAU-CHAPAIS,QUEBEC,7091410,54599,73011.0,GCH,49.78,-74.53,494638058.0,-743149068.0,381.0,2017,2022,2017.0,2022.0,2017.0,2022.0,,
7692,COOPER LAKE,QUEBEC,7091920,6030,,,49.0,-74.42,490000000.0,-742500000.0,426.7,1951,1962,,,1951.0,1962.0,1951.0,1962.0
7693,DESMARAISVILLE,QUEBEC,7091984,6031,,,49.52,-76.17,493100000.0,-761000000.0,289.9,1978,1984,,,1978.0,1984.0,1978.0,1984.0
7694,DESTOR,QUEBEC,7091985,6032,,,48.55,-79.03,483300000.0,-790200000.0,335.3,1965,1968,,,1965.0,1968.0,1965.0,1968.0
7695,DOUCET,QUEBEC,7092130,6033,,,48.22,-76.62,481300000.0,-763700000.0,376.7,1922,1939,,,1922.0,1939.0,1922.0,1939.0
7696,EASTMAIN,QUEBEC,7092305,6034,,,52.25,-78.52,521500000.0,-783100000.0,6.1,1960,1993,,,1960.0,1993.0,1960.0,1993.0
7697,EASTMAIN RIVER A,QUEBEC,7092306,52605,,ZEM,52.23,-78.52,521335000.0,-783121000.0,7.3,2011,2022,2011.0,2022.0,,,,
7698,EASTMAIN A,QUEBEC,709230N,9002,,ZEM,52.23,-78.52,521400000.0,-783100000.0,7.32,1992,2014,1992.0,2014.0,,,,
7699,EASTMAIN RIVER A,QUEBEC,7092310,53338,,ZEM,52.23,-78.52,521335000.0,-783121000.0,7.3,2014,2022,2014.0,2022.0,2018.0,2022.0,,
7700,FORSYTHE,QUEBEC,7092395,6035,,,48.23,-76.43,481400000.0,-762600000.0,374.6,1965,1969,,,1965.0,1969.0,1965.0,1969.0
7701,FORT GEORGE,QUEBEC,7092480,6036,,,53.83,-79.0,535000000.0,-790000000.0,6.7,1915,1969,,,1915.0,1969.0,1915.0,1969.0
7702,FORT RUPERT,QUEBEC,7092524,6037,,,51.48,-78.75,512900000.0,-784500000.0,12.2,1964,1974,,,1964.0,1974.0,1964.0,1974.0
7703,HELENE,QUEBEC,7093055,6041,,,53.45,-77.5,532700000.0,-773000000.0,152.4,1975,1979,,,1975.0,1979.0,1975.0,1979.0
7704,JOUTEL,QUEBEC,7093376,6042,,,49.47,-78.3,492800000.0,-781800000.0,289.6,1973,1998,,,1973.0,1998.0,1973.0,1998.0
7705,LAC CACHE,QUEBEC,7093585,6043,,,49.82,-74.43,494900000.0,-742600000.0,350.5,1963,1973,,,1963.0,1973.0,1963.0,1973.0
7706,LAC CHARRON,QUEBEC,7093593,6044,,,49.5,-74.33,493000000.0,-742000000.0,365.8,1951,1952,,,1951.0,1952.0,1951.0,1952.0
7707,LAC NICAUBA,QUEBEC,7093680,6045,,,49.42,-74.33,492500000.0,-742000000.0,381.0,1952,1960,,,1952.0,1960.0,1952.0,1960.0
7708,LAC 76475347 SITE 1,QUEBEC,7093707,8651,,,53.78,-76.78,534700000.0,-764700000.0,,1960,1960,,,1960.0,1960.0,,
7709,LA FERME,QUEBEC,7093710,6046,,,48.58,-78.17,483500000.0,-781000000.0,320.3,1917,1936,,,1917.0,1936.0,1917.0,1936.0
7710,LA GRANDE 4 A,QUEBEC,7093714,49648,71003.0,YAH,53.75,-73.68,534517000.0,-734031000.0,306.3,2011,2022,2011.0,2022.0,2011.0,2022.0,,
7711,LA GRANDE RIVIERE A,QUEBEC,7093715,6047,71827.0,YGL,53.63,-77.7,533800000.0,-774200000.0,195.1,1976,2012,1976.0,2012.0,1976.0,2012.0,1976.0,2005.0
7712,LA GRANDE RIVIERE A,QUEBEC,7093716,50822,71827.0,YGL,53.63,-77.7,533731000.0,-774215000.0,194.8,2012,2022,2012.0,2022.0,2012.0,2022.0,,
7713,LA GRANDE IV A,QUEBEC,7093GAC,10798,,YAH,53.76,-73.68,534526000.0,-734045000.0,306.3,2005,2013,2005.0,2013.0,,,,
7714,LA GRANDE III A,QUEBEC,7093GAL,8992,,YAD,53.57,-76.2,533400000.0,-761200000.0,236.22,1994,2015,1994.0,2015.0,,,,
7715,LA GRANDE IV A,QUEBEC,7093GJ3,6038,,YAH,53.76,-73.68,534526000.0,-734045000.0,306.3,1985,2018,1985.0,2005.0,1985.0,2018.0,1986.0,1995.0
7716,LA GRANDE IV,QUEBEC,7093GJ5,44204,71823.0,GAH,53.76,-73.68,534526000.0,-734043000.0,302.8,2005,2022,2005.0,2022.0,2005.0,2022.0,,
7717,LAC 76475347 SITE 2,QUEBEC,7093P07,6039,,,53.75,-76.7,534500000.0,-764200000.0,,1960,1960,,,,,1960.0,1960.0
7718,LA GRANDE LG3,QUEBEC,7093P1L,6040,,,53.72,-75.95,534300000.0,-755700000.0,243.8,1974,1984,,,1974.0,1984.0,1974.0,1984.0
7719,LA MORANDIERE,QUEBEC,7094026,6048,,,48.62,-77.62,483700000.0,-773700000.0,296.9,1963,2004,,,1963.0,2004.0,1965.0,2004.0
