1.990000000000000000e+03,nan
1.991000000000000000e+03,nan
1.992000000000000000e+03,nan
1.993000000000000000e+03,7.354901960784314241e+00
1.994000000000000000e+03,1.295588235294117219e+01
1.995000000000000000e+03,1.123434903047091460e+01
1.996000000000000000e+03,1.098947368421053383e+01
1.997000000000000000e+03,1.063780821917807984e+01
1.998000000000000000e+03,1.347758620689656439e+01
1.999000000000000000e+03,1.260109589041096356e+01
2.000000000000000000e+03,1.050767123287671367e+01
2.001000000000000000e+03,1.219860335195531142e+01
2.002000000000000000e+03,1.176861111111110780e+01
2.003000000000000000e+03,9.246788990825685062e+00
2.004000000000000000e+03,1.070593471810088637e+01
2.005000000000000000e+03,1.191157024793389319e+01
2.006000000000000000e+03,1.227622641509434409e+01
2.007000000000000000e+03,1.098696883852691286e+01
2.008000000000000000e+03,1.151912568306011408e+01
2.009000000000000000e+03,1.098821917808218807e+01
2.010000000000000000e+03,1.270617977528089071e+01
2.011000000000000000e+03,1.155523255813954009e+01
2.012000000000000000e+03,1.306088154269973778e+01
2.013000000000000000e+03,1.148111111111111526e+01
2.014000000000000000e+03,1.080831024930747652e+01
2.015000000000000000e+03,1.178595041322314607e+01
2.016000000000000000e+03,1.278670360110803017e+01
2.017000000000000000e+03,1.187130919220054537e+01
2.018000000000000000e+03,1.155502793296090402e+01
2.019000000000000000e+03,1.091506849315068806e+01
2.020000000000000000e+03,1.274532967032966013e+01
