1.990000000000000000e+03,1.187226890756302389e+01
1.991000000000000000e+03,1.229047619047619122e+01
1.992000000000000000e+03,9.827868852459015869e+00
1.993000000000000000e+03,9.994677871148459403e+00
1.994000000000000000e+03,1.035753424657534261e+01
1.995000000000000000e+03,1.111369863013698556e+01
1.996000000000000000e+03,1.037158469945355144e+01
1.997000000000000000e+03,1.015479452054794507e+01
1.998000000000000000e+03,1.251780821917808240e+01
1.999000000000000000e+03,1.232681564245810080e+01
2.000000000000000000e+03,1.077855153203342553e+01
2.001000000000000000e+03,1.209504132231404938e+01
2.002000000000000000e+03,1.168269230769230838e+01
2.003000000000000000e+03,1.061263736263736313e+01
2.004000000000000000e+03,1.065972602739725872e+01
2.005000000000000000e+03,1.156508379888268401e+01
2.006000000000000000e+03,1.239423076923076650e+01
2.007000000000000000e+03,1.071151685393258468e+01
2.008000000000000000e+03,1.152790055248618906e+01
2.009000000000000000e+03,1.083816155988857766e+01
2.010000000000000000e+03,1.197813411078717394e+01
2.011000000000000000e+03,1.203518005540166413e+01
2.012000000000000000e+03,1.233699421965317811e+01
2.013000000000000000e+03,1.174220963172804488e+01
2.014000000000000000e+03,1.035462427745664904e+01
2.015000000000000000e+03,1.100733137829912067e+01
2.016000000000000000e+03,1.133552238805969559e+01
2.017000000000000000e+03,1.191315068493150520e+01
2.018000000000000000e+03,1.135287671232876683e+01
2.019000000000000000e+03,1.025359281437125070e+01
2.020000000000000000e+03,1.213216374269005193e+01
